CODICE_CATASTALE;COMUNE;NUMERO;DATA_REGOLAMENTO;DATA_PUBBLICAZIONE;PR;REGIONE;FILE_REGOLAMENTO;FILE_DELIBERA;NOTE
H284;RIFIANO;22;20/12/2022;23/01/2023;BZ;Trentino alto adige;166262_CIMUNIC-17bz23h284d.pdf;166262_CIMUNIC-17bz23h284dAM.pdf;""
H299;RIO DI PUSTERIA;2;09/02/2023;27/02/2023;BZ;Trentino alto adige;167361_CIMUNIC-17bz23h299d.pdf;167361_CIMUNIC-17bz23h299dAM.pdf;""
H299;RIO DI PUSTERIA;67;29/12/2022;25/01/2023;BZ;Trentino alto adige;166360_CIMUNIC-17bz23h299d.pdf;166360_CIMUNIC-17bz23h299dAM.pdf;""
H475;RODENGO;35/R/2022;28/12/2022;25/01/2023;BZ;Trentino alto adige;166356_CIMUNIC-17bz23h475d.pdf;166356_CIMUNIC-17bz23h475dAM.pdf;""
H475;RODENGO;8/R/2023;29/03/2023;05/04/2023;BZ;Trentino alto adige;168619_CIMUNIC-17bz23h475d.pdf;168619_CIMUNIC-17bz23h475dAM.pdf;""
H719;SALORNO SULLA STRADA DEL VINO .SALURN AN DER;10;30/03/2023;11/04/2023;BZ;Trentino alto adige;168600_CIMUNIC-17bz23h719d.pdf;168600_CIMUNIC-17bz23h719dAM.pdf;""
H719;SALORNO SULLA STRADA DEL VINO .SALURN AN DER;39;27/12/2022;11/01/2023;BZ;Trentino alto adige;165889_CIMUNIC-17bz23h719d.pdf;165889_CIMUNIC-17bz23h719dAM.pdf;""
H786;SAN CANDIDO;9/23;30/01/2023;20/02/2023;BZ;Trentino alto adige;167104_CIMUNIC-17bz23h786d.pdf;167104_CIMUNIC-17bz23h786dAM.pdf;""
H786;SAN CANDIDO;53;22/12/2022;20/01/2023;BZ;Trentino alto adige;166185_CIMUNIC-17bz23h786d.pdf;166185_CIMUNIC-17bz23h786dAM.pdf;""
H858;SAN GENESIO ATESINO;6;15/03/2023;11/01/2024;BZ;Trentino alto adige;179043_CIMUNIC-17bz23h858d.pdf;179043_CIMUNIC-17bz23h858dAM.pdf;""
H952;SAN LEONARDO IN PASSIRIA;61;15/12/2022;30/10/2023;BZ;Trentino alto adige;176963_CIMUNIC-17bz23h952d.pdf;176963_CIMUNIC-17bz23h952dAM.pdf;""
H952;SAN LEONARDO IN PASSIRIA;22;16/03/2023;30/10/2025;BZ;Trentino alto adige;195463_CIMUNIC-17bz23h952d.pdf;195463_CIMUNIC-17bz23h952dAM.pdf;""
H956;SAN LORENZO DI SEBATO;56;19/12/2022;08/05/2023;BZ;Trentino alto adige;169730_CIMUNIC-17bz23h956d.pdf;169730_CIMUNIC-17bz23h956dAM.pdf;""
H956;SAN LORENZO DI SEBATO;9;13/04/2023;08/05/2023;BZ;Trentino alto adige;169731_CIMUNIC-17bz23h956d.pdf;169731_CIMUNIC-17bz23h956dAM.pdf;""
H989;SAN MARTINO IN PASSIRIA;42;28/12/2022;17/01/2023;BZ;Trentino alto adige;165932_CIMUNIC-17bz23h989d.pdf;165932_CIMUNIC-17bz23h989dAM.pdf;""
H989;SAN MARTINO IN PASSIRIA;9;30/03/2023;18/03/2025;BZ;Trentino alto adige;191588_CIMUNIC-17bz23h989d.pdf;191588_CIMUNIC-17bz23h989dAM.pdf;""
I065;SAN PANCRAZIO;3;06/03/2023;15/03/2023;BZ;Trentino alto adige;167719_CIMUNIC-17bz23i065d.pdf;167719_CIMUNIC-17bz23i065dAM.pdf;""
I065;SAN PANCRAZIO;32;16/12/2022;10/01/2023;BZ;Trentino alto adige;165822_CIMUNIC-17bz23i065d.pdf;165822_CIMUNIC-17bz23i065dAM.pdf;""
I431;SARENTINO;42;21/12/2022;13/01/2023;BZ;Trentino alto adige;165958_CIMUNIC-17bz23i431d.pdf;165958_CIMUNIC-17bz23i431dAM.pdf;""
I431;SARENTINO;35;19/07/2023;11/08/2023;BZ;Trentino alto adige;173347_CIMUNIC-17bz23i431d.pdf;173347_CIMUNIC-17bz23i431dAM.pdf;""
I431;SARENTINO;2;30/01/2023;01/02/2023;BZ;Trentino alto adige;166578_CIMUNIC-17bz23i431d.pdf;166578_CIMUNIC-17bz23i431dAM.pdf;""
I519;SCENA;6;07/02/2023;13/02/2023;BZ;Trentino alto adige;166878_CIMUNIC-17bz23i519d.pdf;166878_CIMUNIC-17bz23i519dAM.pdf;""
I519;SCENA;38;20/12/2022;30/12/2022;BZ;Trentino alto adige;165560_CIMUNIC-17bz23i519d.pdf;165560_CIMUNIC-17bz23i519dAM.pdf;""
I593;SELVA DEI MOLINI;4/R;08/02/2023;27/02/2023;BZ;Trentino alto adige;167165_CIMUNIC-17bz23i593d.pdf;167165_CIMUNIC-17bz23i593dAM.pdf;""
I593;SELVA DEI MOLINI;32/R;29/11/2022;04/01/2023;BZ;Trentino alto adige;165701_CIMUNIC-17bz23i593d.pdf;165701_CIMUNIC-17bz23i593dAM.pdf;""
I591;SELVA DI VAL GARDENA;39;29/12/2022;27/12/2023;BZ;Trentino alto adige;178444_CIMUNIC-17bz23i591d.pdf;178444_CIMUNIC-17bz23i591dAM.pdf;""
I604;SENALES;37;21/12/2022;05/01/2023;BZ;Trentino alto adige;165714_CIMUNIC-17bz23i604d.pdf;165714_CIMUNIC-17bz23i604dAM.pdf;""
I604;SENALES;4;08/02/2023;13/03/2023;BZ;Trentino alto adige;167586_CIMUNIC-17bz23i604d.pdf;167586_CIMUNIC-17bz23i604dAM.pdf;""
I603;SENALE-SAN FELICE;5;14/03/2023;25/07/2023;BZ;Trentino alto adige;172768_CIMUNIC-17bz23i603d.pdf;172768_CIMUNIC-17bz23i603dAM.pdf;""
I687;SESTO;64;27/12/2022;05/01/2023;BZ;Trentino alto adige;165638_CIMUNIC-17bz23i687d.pdf;165638_CIMUNIC-17bz23i687dAM.pdf;""
I687;SESTO;9;08/03/2023;04/04/2023;BZ;Trentino alto adige;168375_CIMUNIC-17bz23i687d.pdf;168375_CIMUNIC-17bz23i687dAM.pdf;""
I729;SILANDRO;43;22/12/2022;11/01/2023;BZ;Trentino alto adige;165891_CIMUNIC-17bz23i729d.pdf;165891_CIMUNIC-17bz23i729dAM.pdf;""
I771;SLUDERNO;05;26/01/2023;31/01/2023;BZ;Trentino alto adige;166548_CIMUNIC-17bz23i771d.pdf;166548_CIMUNIC-17bz23i771dAM.pdf;""
I771;SLUDERNO;43;28/12/2022;31/01/2023;BZ;Trentino alto adige;166555_CIMUNIC-17bz23i771d.pdf;166555_CIMUNIC-17bz23i771dAM.pdf;""
I948;STELVIO;39;29/12/2022;12/04/2023;BZ;Trentino alto adige;168838_CIMUNIC-17bz23i948d.pdf;168838_CIMUNIC-17bz23i948dAM.pdf;""
L106;TERENTO;4;30/01/2023;01/02/2023;BZ;Trentino alto adige;166598_CIMUNIC-17bz23l106d.pdf;166598_CIMUNIC-17bz23l106dAM.pdf;""
L106;TERENTO;38;19/12/2022;02/02/2023;BZ;Trentino alto adige;166668_CIMUNIC-17bz23l106d.pdf;166668_CIMUNIC-17bz23l106dAM.pdf;""
L108;TERLANO;48;29/11/2022;05/01/2023;BZ;Trentino alto adige;165729_CIMUNIC-17bz23l108d.pdf;165729_CIMUNIC-17bz23l108dAM.pdf;""
L108;TERLANO;5;31/01/2023;16/02/2023;BZ;Trentino alto adige;167080_CIMUNIC-17bz23l108d.pdf;167080_CIMUNIC-17bz23l108dAM.pdf;""
L111;TERMENO SULLA STRADA DEL VINO.;51;29/12/2022;10/01/2023;BZ;Trentino alto adige;165857_CIMUNIC-17bz23l111d.pdf;165857_CIMUNIC-17bz23l111dAM.pdf;""
L149;TESIMO;3;30/01/2023;03/02/2023;BZ;Trentino alto adige;166712_CIMUNIC-17bz23l149d.pdf;166712_CIMUNIC-17bz23l149dAM.pdf;""
L149;TESIMO;39;24/11/2022;11/01/2023;BZ;Trentino alto adige;165881_CIMUNIC-17bz23l149d.pdf;165881_CIMUNIC-17bz23l149dAM.pdf;""
L149;TESIMO;3;30/01/2023;27/02/2023;BZ;Trentino alto adige;166774_CIMUNIC-17bz23l149d.pdf;166774_CIMUNIC-17bz23l149dAM.pdf;"ERRATA CORRIGE"
L176;TIRES;8;27/03/2023;19/04/2023;BZ;Trentino alto adige;169200_CIMUNIC-17bz23l176d.pdf;169200_CIMUNIC-17bz23l176dAM.pdf;""
L176;TIRES;55;29/12/2022;25/01/2023;BZ;Trentino alto adige;166350_CIMUNIC-17bz23l176d.pdf;166350_CIMUNIC-17bz23l176dAM.pdf;""
L178;TIROLO;31;14/12/2022;09/02/2023;BZ;Trentino alto adige;166839_CIMUNIC-17bz23l178d.pdf;166839_CIMUNIC-17bz23l178dAM.pdf;""
L178;TIROLO;4;07/02/2023;09/02/2023;BZ;Trentino alto adige;166882_CIMUNIC-17bz23l178d.pdf;166882_CIMUNIC-17bz23l178dAM.pdf;""
L444;TRODENA NEL PARCO NATURALE;71;20/12/2022;28/12/2022;BZ;Trentino alto adige;165467_CIMUNIC-17bz23l444d.pdf;165467_CIMUNIC-17bz23l444dAM.pdf;""
L444;TRODENA NEL PARCO NATURALE;3;26/01/2023;01/02/2023;BZ;Trentino alto adige;166604_CIMUNIC-17bz23l444d.pdf;166604_CIMUNIC-17bz23l444dAM.pdf;""
L455;TUBRE;18;21/12/2022;12/01/2023;BZ;Trentino alto adige;165930_CIMUNIC-17bz23l455d.pdf;165930_CIMUNIC-17bz23l455dAM.pdf;""
L455;TUBRE;8;26/04/2023;05/06/2023;BZ;Trentino alto adige;171385_CIMUNIC-17bz23l455d.pdf;171385_CIMUNIC-17bz23l455dAM.pdf;""
L490;ULTIMO;10;28/03/2023;19/01/2024;BZ;Trentino alto adige;179769_CIMUNIC-17bz23l490d.pdf;179769_CIMUNIC-17bz23l490dAM.pdf;""
L490;ULTIMO;51;22/12/2022;10/01/2023;BZ;Trentino alto adige;165819_CIMUNIC-17bz23l490d.pdf;165819_CIMUNIC-17bz23l490dAM.pdf;""
L527;VADENA;27;13/09/2023;14/09/2023;BZ;Trentino alto adige;174756_CIMUNIC-17bz23l527d.pdf;174756_CIMUNIC-17bz23l527dAM.pdf;""
L564;VAL DI VIZZE;11;21/03/2023;27/03/2023;BZ;Trentino alto adige;168239_CIMUNIC-17bz23l564d.pdf;168239_CIMUNIC-17bz23l564dAM.pdf;""
L564;VAL DI VIZZE;48;28/11/2022;10/01/2023;BZ;Trentino alto adige;165831_CIMUNIC-17bz23l564d.pdf;165831_CIMUNIC-17bz23l564dAM.pdf;""
L564;VAL DI VIZZE;25;13/06/2023;30/06/2023;BZ;Trentino alto adige;172744_CIMUNIC-17bz23l564d.pdf;172744_CIMUNIC-17bz23l564dAM.pdf;""
L552;VALDAORA;2;23/03/2023;28/03/2023;BZ;Trentino alto adige;168279_CIMUNIC-17bz23l552d.pdf;168279_CIMUNIC-17bz23l552dAM.pdf;""
L552;VALDAORA;43;30/11/2022;02/01/2023;BZ;Trentino alto adige;165619_CIMUNIC-17bz23l552d.pdf;165619_CIMUNIC-17bz23l552dAM.pdf;""
L595;VALLE AURINA;29;22/12/2022;22/05/2023;BZ;Trentino alto adige;170851_CIMUNIC-17bz23l595d.pdf;170851_CIMUNIC-17bz23l595dAM.pdf;""
L601;VALLE DI CASIES;6;08/02/2023;27/02/2023;BZ;Trentino alto adige;167371_CIMUNIC-17bz23l601d.pdf;167371_CIMUNIC-17bz23l601dAM.pdf;""
L660;VANDOIES;4;07/02/2023;22/02/2023;BZ;Trentino alto adige;167220_CIMUNIC-17bz23l660d.pdf;167220_CIMUNIC-17bz23l660dAM.pdf;""
L660;VANDOIES;44;20/12/2022;02/01/2023;BZ;Trentino alto adige;165579_CIMUNIC-17bz23l660d.pdf;165579_CIMUNIC-17bz23l660dAM.pdf;""
L724;VELTURNO;5;30/01/2023;16/02/2023;BZ;Trentino alto adige;167093_CIMUNIC-17bz23l724d.pdf;167093_CIMUNIC-17bz23l724dAM.pdf;""
L745;VERANO;7;30/03/2023;12/04/2023;BZ;Trentino alto adige;168853_CIMUNIC-17bz23l745d.pdf;168853_CIMUNIC-17bz23l745dAM.pdf;""
L745;VERANO;28;19/12/2022;17/01/2023;BZ;Trentino alto adige;166049_CIMUNIC-17bz23l745d.pdf;166049_CIMUNIC-17bz23l745dAM.pdf;""
L915;VILLABASSA;8;08/03/2023;13/03/2023;BZ;Trentino alto adige;167795_CIMUNIC-17bz23l915d.pdf;167795_CIMUNIC-17bz23l915dAM.pdf;""
L915;VILLABASSA;46;22/11/2022;28/12/2022;BZ;Trentino alto adige;164998_CIMUNIC-17bz23l915d.pdf;164998_CIMUNIC-17bz23l915dAM.pdf;""
L971;VILLANDRO;4;30/01/2023;30/03/2023;BZ;Trentino alto adige;168376_CIMUNIC-17bz23l971d.pdf;168376_CIMUNIC-17bz23l971dAM.pdf;""
A116;ALA;1;15/02/2023;02/03/2023;TN;Trentino alto adige;167402_CIMUNIC-17tn23a116d.pdf;167402_CIMUNIC-17tn23a116dAM.pdf;""
A178;ALDENO;2;27/02/2023;20/03/2023;TN;Trentino alto adige;167968_CIMUNIC-17tn23a178d.pdf;167968_CIMUNIC-17tn23a178dAM.pdf;""
M349;ALTAVALLE;3;05/04/2023;12/04/2023;TN;Trentino alto adige;168798_CIMUNIC-17tn23m349d.pdf;168798_CIMUNIC-17tn23m349dAM.pdf;""
M350;ALTOPIANO DELLA VIGOLANA;4;14/02/2023;02/03/2023;TN;Trentino alto adige;167420_CIMUNIC-17tn23m350d.pdf;167420_CIMUNIC-17tn23m350dAM.pdf;""
M351;AMBLAR-DON;02;22/02/2023;08/03/2023;TN;Trentino alto adige;167631_CIMUNIC-17tn23m351d.pdf;167631_CIMUNIC-17tn23m351dAM.pdf;""
A274;ANDALO;4;13/04/2023;26/04/2023;TN;Trentino alto adige;169423_CIMUNIC-17tn23a274d.pdf;169423_CIMUNIC-17tn23a274dAM.pdf;""
A372;ARCO;20;26/04/2023;18/05/2023;TN;Trentino alto adige;170543_CIMUNIC-17tn23a372d.pdf;170543_CIMUNIC-17tn23a372dAM.pdf;""
A520;AVIO;2;09/03/2023;23/03/2023;TN;Trentino alto adige;168110_CIMUNIC-17tn23a520d.pdf;168110_CIMUNIC-17tn23a520dAM.pdf;""
A694;BASELGA DI PINE';8;28/03/2023;14/04/2023;TN;Trentino alto adige;168996_CIMUNIC-17tn23a694d.pdf;168996_CIMUNIC-17tn23a694dAM.pdf;""
A821;BESENELLO;5;16/03/2023;29/03/2023;TN;Trentino alto adige;168350_CIMUNIC-17tn23a821d.pdf;168350_CIMUNIC-17tn23a821dAM.pdf;""
A863;BIENO;11;19/05/2023;23/06/2023;TN;Trentino alto adige;172495_CIMUNIC-17tn23a863d.pdf;172495_CIMUNIC-17tn23a863dAM.pdf;""
A902;BLEGGIO SUPERIORE;8;22/03/2023;29/03/2023;TN;Trentino alto adige;168322_CIMUNIC-17tn23a902d.pdf;168322_CIMUNIC-17tn23a902dAM.pdf;""
A916;BOCENAGO;01;07/04/2023;12/04/2023;TN;Trentino alto adige;168851_CIMUNIC-17tn23a916d.pdf;168851_CIMUNIC-17tn23a916dAM.pdf;""
M429;BORGO D'ANAUNIA;7;26/04/2023;24/05/2023;TN;Trentino alto adige;170980_CIMUNIC-17tn23m429d.pdf;170980_CIMUNIC-17tn23m429dAM.pdf;""
B153;BRENTONICO;6;29/05/2023;11/07/2023;TN;Trentino alto adige;173030_CIMUNIC-17tn23b153d.pdf;173030_CIMUNIC-17tn23b153dAM.pdf;""
B158;BRESIMO;2;13/03/2023;05/04/2024;TN;Trentino alto adige;182746_CIMUNIC-17tn23b158d.pdf;182746_CIMUNIC-17tn23b158dAM.pdf;""
B335;CADERZONE TERME;1/2023;10/03/2023;05/07/2023;TN;Trentino alto adige;172796_CIMUNIC-17tn23b335d.pdf;172796_CIMUNIC-17tn23b335dAM.pdf;""
B389;CALCERANICA AL LAGO;5;19/05/2023;25/08/2023;TN;Trentino alto adige;174158_CIMUNIC-17tn23b389d.pdf;174158_CIMUNIC-17tn23b389dAM.pdf;""
B525;CAMPODENNO;2;28/03/2023;27/12/2023;TN;Trentino alto adige;178429_CIMUNIC-17tn23b525d.pdf;178429_CIMUNIC-17tn23b525dAM.pdf;""
B577;CANAL SAN BOVO;33;27/12/2022;20/01/2023;TN;Trentino alto adige;166152_CIMUNIC-17tn23b577d.pdf;166152_CIMUNIC-17tn23b577dAM.pdf;""
B783;CARISOLO;7;14/04/2023;19/04/2023;TN;Trentino alto adige;169158_CIMUNIC-17tn23b783d.pdf;169158_CIMUNIC-17tn23b783dAM.pdf;""
B856;CARZANO;2;06/02/2023;16/02/2023;TN;Trentino alto adige;167101_CIMUNIC-17tn23b856d.pdf;167101_CIMUNIC-17tn23b856dAM.pdf;""
M354;CASTEL IVANO;3;14/02/2023;27/02/2023;TN;Trentino alto adige;167360_CIMUNIC-17tn23m354d.pdf;167360_CIMUNIC-17tn23m354dAM.pdf;""
C194;CASTELLO TESINO;1;15/02/2023;01/03/2023;TN;Trentino alto adige;167404_CIMUNIC-17tn23c194d.pdf;167404_CIMUNIC-17tn23c194dAM.pdf;""
C189;CASTELLO-MOLINA DI FIEMME;15;09/05/2023;24/05/2023;TN;Trentino alto adige;171013_CIMUNIC-17tn23c189d.pdf;171013_CIMUNIC-17tn23c189dAM.pdf;""
C216;CASTELNUOVO;2;06/02/2023;15/02/2023;TN;Trentino alto adige;167033_CIMUNIC-17tn23c216d.pdf;167033_CIMUNIC-17tn23c216dAM.pdf;""
C372;CAVALESE;2;27/02/2023;24/05/2023;TN;Trentino alto adige;171008_CIMUNIC-17tn23c372d.pdf;171008_CIMUNIC-17tn23c372dAM.pdf;""
C392;CAVEDAGO;10;27/03/2023;13/04/2023;TN;Trentino alto adige;168861_CIMUNIC-17tn23c392d.pdf;168861_CIMUNIC-17tn23c392dAM.pdf;""
C400;CAVIZZANA;4;22/02/2023;23/02/2023;TN;Trentino alto adige;167254_CIMUNIC-17tn23c400d.pdf;167254_CIMUNIC-17tn23c400dAM.pdf;""
M355;CEMBRA LISIGNAGO;1;22/03/2023;12/04/2023;TN;Trentino alto adige;168813_CIMUNIC-17tn23m355d.pdf;168813_CIMUNIC-17tn23m355dAM.pdf;""
C756;CIVEZZANO;3;15/02/2023;08/08/2023;TN;Trentino alto adige;173825_CIMUNIC-17tn23c756d.pdf;173825_CIMUNIC-17tn23c756dAM.pdf;""
C794;CLES;20;28/04/2023;09/05/2023;TN;Trentino alto adige;170036_CIMUNIC-17tn23c794d.pdf;170036_CIMUNIC-17tn23c794dAM.pdf;""
D273;DENNO;3;23/01/2023;17/02/2023;TN;Trentino alto adige;167124_CIMUNIC-17tn23d273d.pdf;167124_CIMUNIC-17tn23d273dAM.pdf;""
D365;DRENA;4;14/03/2023;11/04/2023;TN;Trentino alto adige;168797_CIMUNIC-17tn23d365d.pdf;168797_CIMUNIC-17tn23d365dAM.pdf;""
D371;DRO;3;02/03/2023;11/04/2023;TN;Trentino alto adige;168794_CIMUNIC-17tn23d371d.pdf;168794_CIMUNIC-17tn23d371dAM.pdf;""
D468;FAI DELLA PAGANELLA;3;04/04/2023;12/04/2023;TN;Trentino alto adige;168864_CIMUNIC-17tn23d468d.pdf;168864_CIMUNIC-17tn23d468dAM.pdf;""
D565;FIAVE';1;09/03/2023;29/03/2023;TN;Trentino alto adige;168323_CIMUNIC-17tn23d565d.pdf;168323_CIMUNIC-17tn23d565dAM.pdf;""
D651;FOLGARIA;07;28/04/2023;24/05/2023;TN;Trentino alto adige;170988_CIMUNIC-17tn23d651d.pdf;170988_CIMUNIC-17tn23d651dAM.pdf;""
D714;FORNACE;4;07/03/2023;16/03/2023;TN;Trentino alto adige;167905_CIMUNIC-17tn23d714d.pdf;167905_CIMUNIC-17tn23d714dAM.pdf;""
D928;GARNIGA TERME;2;24/02/2023;31/05/2023;TN;Trentino alto adige;171157_CIMUNIC-17tn23d928d.pdf;171157_CIMUNIC-17tn23d928dAM.pdf;""
E048;GIOVO;4;11/04/2023;03/05/2023;TN;Trentino alto adige;169710_CIMUNIC-17tn23e048d.pdf;169710_CIMUNIC-17tn23e048dAM.pdf;""
E065;GIUSTINO;2;24/02/2023;20/03/2023;TN;Trentino alto adige;167910_CIMUNIC-17tn23e065d.pdf;167910_CIMUNIC-17tn23e065dAM.pdf;""
E178;GRIGNO;4;16/03/2023;22/03/2023;TN;Trentino alto adige;168069_CIMUNIC-17tn23e178d.pdf;168069_CIMUNIC-17tn23e178dAM.pdf;""
E334;ISERA;6;30/03/2023;26/03/2025;TN;Trentino alto adige;192279_CIMUNIC-17tn23e334d.pdf;192279_CIMUNIC-17tn23e334dAM.pdf;""
E624;LIVO;02;07/03/2023;22/05/2023;TN;Trentino alto adige;170736_CIMUNIC-17tn23e624d.pdf;170736_CIMUNIC-17tn23e624dAM.pdf;""
F045;MASSIMENO;02;15/02/2023;13/03/2023;TN;Trentino alto adige;167733_CIMUNIC-17tn23f045d.pdf;167733_CIMUNIC-17tn23f045dAM.pdf;""
F307;MOLVENO;20;23/05/2023;31/05/2023;TN;Trentino alto adige;171404_CIMUNIC-17tn23f307d.pdf;171404_CIMUNIC-17tn23f307dAM.pdf;""
F728;MORI;12;27/04/2023;21/08/2023;TN;Trentino alto adige;174124_CIMUNIC-17tn23f728d.pdf;174124_CIMUNIC-17tn23f728dAM.pdf;""
F835;NAGO-TORBOLE;3;15/03/2023;14/04/2023;TN;Trentino alto adige;168950_CIMUNIC-17tn23f835d.pdf;168950_CIMUNIC-17tn23f835dAM.pdf;""
F920;NOGAREDO;2;04/04/2023;19/04/2023;TN;Trentino alto adige;169202_CIMUNIC-17tn23f920d.pdf;169202_CIMUNIC-17tn23f920dAM.pdf;""
M430;NOVELLA;3;09/03/2023;17/03/2023;TN;Trentino alto adige;167963_CIMUNIC-17tn23m430d.pdf;167963_CIMUNIC-17tn23m430dAM.pdf;""
G429;PELUGO;26;28/12/2022;27/01/2023;TN;Trentino alto adige;166423_CIMUNIC-17tn23g429d.pdf;166423_CIMUNIC-17tn23g429dAM.pdf;""
G429;PELUGO;1;10/03/2023;15/03/2023;TN;Trentino alto adige;167865_CIMUNIC-17tn23g429d.pdf;167865_CIMUNIC-17tn23g429dAM.pdf;""
G452;PERGINE VALSUGANA;2;18/01/2023;13/03/2023;TN;Trentino alto adige;167785_CIMUNIC-17tn23g452d.pdf;167785_CIMUNIC-17tn23g452dAM.pdf;""
G656;PIEVE TESINO;14;27/06/2023;25/07/2023;TN;Trentino alto adige;173407_CIMUNIC-17tn23g656d.pdf;173407_CIMUNIC-17tn23g656dAM.pdf;""
G681;PINZOLO;2;13/03/2023;29/03/2023;TN;Trentino alto adige;168320_CIMUNIC-17tn23g681d.pdf;168320_CIMUNIC-17tn23g681dAM.pdf;""
G808;POMAROLO;1;05/04/2023;21/04/2023;TN;Trentino alto adige;169299_CIMUNIC-17tn23g808d.pdf;169299_CIMUNIC-17tn23g808dAM.pdf;""
H018;PREDAZZO;9;27/04/2023;13/10/2023;TN;Trentino alto adige;176492_CIMUNIC-17tn23h018d.pdf;176492_CIMUNIC-17tn23h018dAM.pdf;""
H330;RIVA DEL GARDA;125;02/03/2023;17/03/2023;TN;Trentino alto adige;167958_CIMUNIC-17tn23h330d.pdf;167958_CIMUNIC-17tn23h330dAM.pdf;""
M303;RONZO-CHIENIS;6;06/04/2023;03/05/2023;TN;Trentino alto adige;169559_CIMUNIC-17tn23m303d.pdf;169559_CIMUNIC-17tn23m303dAM.pdf;""
H634;RUFFRE'-MENDOLA;08;27/04/2023;24/05/2023;TN;Trentino alto adige;169938_CIMUNIC-17tn23h634d.pdf;169938_CIMUNIC-17tn23h634dAM.pdf;""
M345;SAN LORENZO DORSINO;2;07/03/2023;15/03/2023;TN;Trentino alto adige;167730_CIMUNIC-17tn23m345d.pdf;167730_CIMUNIC-17tn23m345dAM.pdf;""
I576;SEGONZANO;3;05/04/2023;14/04/2023;TN;Trentino alto adige;169005_CIMUNIC-17tn23i576d.pdf;169005_CIMUNIC-17tn23i576dAM.pdf;""
I899;SPIAZZO;03;13/03/2023;16/03/2023;TN;Trentino alto adige;167934_CIMUNIC-17tn23i899d.pdf;167934_CIMUNIC-17tn23i899dAM.pdf;""
I924;SPORMAGGIORE;14;27/04/2023;04/05/2023;TN;Trentino alto adige;169727_CIMUNIC-17tn23i924d.pdf;169727_CIMUNIC-17tn23i924dAM.pdf;""
I949;STENICO;2;15/03/2023;29/03/2023;TN;Trentino alto adige;168325_CIMUNIC-17tn23i949d.pdf;168325_CIMUNIC-17tn23i949dAM.pdf;""
I975;STREMBO;02;31/03/2023;05/04/2023;TN;Trentino alto adige;168638_CIMUNIC-17tn23i975d.pdf;168638_CIMUNIC-17tn23i975dAM.pdf;""
L089;TELVE;9;22/03/2023;28/03/2023;TN;Trentino alto adige;168291_CIMUNIC-17tn23l089d.pdf;168291_CIMUNIC-17tn23l089dAM.pdf;""
L090;TELVE DI SOPRA;2;08/02/2023;16/02/2023;TN;Trentino alto adige;167083_CIMUNIC-17tn23l090d.pdf;167083_CIMUNIC-17tn23l090dAM.pdf;""
L097;TENNO;2;27/02/2023;08/03/2023;TN;Trentino alto adige;167651_CIMUNIC-17tn23l097d.pdf;167651_CIMUNIC-17tn23l097dAM.pdf;""
L121;TERRAGNOLO;3;28/04/2023;22/05/2023;TN;Trentino alto adige;170847_CIMUNIC-17tn23l121d.pdf;170847_CIMUNIC-17tn23l121dAM.pdf;""
L147;TESERO;2;07/02/2023;22/03/2023;TN;Trentino alto adige;168082_CIMUNIC-17tn23l147d.pdf;168082_CIMUNIC-17tn23l147dAM.pdf;""
L200;TON;2;30/03/2023;27/12/2023;TN;Trentino alto adige;178443_CIMUNIC-17tn23l200d.pdf;178443_CIMUNIC-17tn23l200dAM.pdf;""
L322;TRAMBILENO;2;28/03/2023;17/04/2023;TN;Trentino alto adige;169081_CIMUNIC-17tn23l322d.pdf;169081_CIMUNIC-17tn23l322dAM.pdf;""
M361;TRE VILLE;3;07/03/2023;28/03/2023;TN;Trentino alto adige;168303_CIMUNIC-17tn23m361d.pdf;168303_CIMUNIC-17tn23m361dAM.pdf;""
L378;TRENTO;30;28/02/2023;13/04/2023;TN;Trentino alto adige;168924_CIMUNIC-17tn23l378d.pdf;168924_CIMUNIC-17tn23l378dAM.pdf;""
L588;VALLARSA;04/2023;09/02/2023;05/06/2023;TN;Trentino alto adige;171283_CIMUNIC-17tn23l588d.pdf;171283_CIMUNIC-17tn23l588dAM.pdf;""
M363;VILLE D'ANAUNIA;3;08/02/2023;27/02/2023;TN;Trentino alto adige;167370_CIMUNIC-17tn23m363d.pdf;167370_CIMUNIC-17tn23m363dAM.pdf;""
M113;VOLANO;03;13/03/2023;05/06/2023;TN;Trentino alto adige;171463_CIMUNIC-17tn23m113d.pdf;171463_CIMUNIC-17tn23m113dAM.pdf;""
M173;ZIANO DI FIEMME;3;21/02/2023;22/03/2023;TN;Trentino alto adige;168080_CIMUNIC-17tn23m173d.pdf;168080_CIMUNIC-17tn23m173dAM.pdf;""
E230;GUALDO TADINO;16;26/04/2023;11/07/2023;PG;Umbria;172489_CIMUNIC-18pg23e230d.pdf;172489_CIMUNIC-18pg23e230dAM.pdf;"IMU - VALORI AREE FABBRICABILI"
L466;TUORO SUL TRASIMENO;14;31/05/2023;30/06/2023;PG;Umbria;172748_CIMUNIC-18pg23l466d.pdf;172748_CIMUNIC-18pg23l466dAM.pdf;""
A094;AYAS;7;19/04/2023;09/05/2023;AO;Valle d'aosta;170091_CIMUNIC-19ao23a094d.pdf;170091_CIMUNIC-19ao23a094dAM.pdf;""
