CODICE_CATASTALE;COMUNE;NUMERO;DATA_REGOLAMENTO;DATA_PUBBLICAZIONE;PR;REGIONE;FILE_REGOLAMENTO;FILE_DELIBERA;NOTE
D383;DUINO-AURISINA;2;16/03/2023;26/07/2023;TS;Friuli venezia giulia;173434_CIMUNIC-06ts23d383d.pdf;173434_CIMUNIC-06ts23d383dAM.pdf;""
F378;MONRUPINO;6;27/04/2023;16/10/2023;TS;Friuli venezia giulia;176556_CIMUNIC-06ts23f378d.pdf;176556_CIMUNIC-06ts23f378dAM.pdf;""
F795;MUGGIA;25;26/04/2023;02/05/2023;TS;Friuli venezia giulia;;169608_CIMUNIC-06ts23f795dAM.pdf;"IMU - VALORI AREE FABBRICABILI"
F795;MUGGIA;1;25/01/2023;09/02/2023;TS;Friuli venezia giulia;166704_CIMUNIC-06ts23f795d.pdf;166704_CIMUNIC-06ts23f795dAM.pdf;""
D324;SAN DORLIGO DELLA VALLE-DOLINA;06/c;09/03/2023;20/09/2023;TS;Friuli venezia giulia;174996_CIMUNIC-06ts23d324d.pdf;174996_CIMUNIC-06ts23d324dAM.pdf;""
I715;SGONICO;4;15/02/2023;06/06/2023;TS;Friuli venezia giulia;171688_CIMUNIC-06ts23i715d.pdf;171688_CIMUNIC-06ts23i715dAM.pdf;""
L424;TRIESTE;18;27/04/2023;27/06/2023;TS;Friuli venezia giulia;172662_CIMUNIC-06ts23l424d.pdf;172662_CIMUNIC-06ts23l424dAM.pdf;""
A103;AIELLO DEL FRIULI;50;29/12/2022;23/08/2023;UD;Friuli venezia giulia;174067_CIMUNIC-06ud23a103d.pdf;174067_CIMUNIC-06ud23a103dAM.pdf;""
A254;AMARO;5;11/04/2023;16/05/2023;UD;Friuli venezia giulia;170364_CIMUNIC-06ud23a254d.pdf;170364_CIMUNIC-06ud23a254dAM.pdf;""
A267;AMPEZZO;4;17/03/2023;26/04/2023;UD;Friuli venezia giulia;169275_CIMUNIC-06ud23a267d.pdf;169275_CIMUNIC-06ud23a267dAM.pdf;""
A346;AQUILEIA;6;18/02/2023;16/05/2023;UD;Friuli venezia giulia;170328_CIMUNIC-06ud23a346d.pdf;170328_CIMUNIC-06ud23a346dAM.pdf;""
A447;ARTA TERME;9;16/02/2023;30/05/2023;UD;Friuli venezia giulia;171173_CIMUNIC-06ud23a447d.pdf;171173_CIMUNIC-06ud23a447dAM.pdf;""
A448;ARTEGNA;16;29/05/2023;14/07/2023;UD;Friuli venezia giulia;173187_CIMUNIC-06ud23a448d.pdf;173187_CIMUNIC-06ud23a448dAM.pdf;""
A491;ATTIMIS;13;30/05/2023;28/06/2023;UD;Friuli venezia giulia;172530_CIMUNIC-06ud23a491d.pdf;172530_CIMUNIC-06ud23a491dAM.pdf;""
A553;BAGNARIA ARSA;5;19/04/2023;02/10/2023;UD;Friuli venezia giulia;175407_CIMUNIC-06ud23a553d.pdf;175407_CIMUNIC-06ud23a553dAM.pdf;""
A700;BASILIANO;14;19/04/2023;28/06/2023;UD;Friuli venezia giulia;172550_CIMUNIC-06ud23a700d.pdf;172550_CIMUNIC-06ud23a700dAM.pdf;""
A810;BERTIOLO;4;15/03/2023;28/03/2023;UD;Friuli venezia giulia;168248_CIMUNIC-06ud23a810d.pdf;168248_CIMUNIC-06ud23a810dAM.pdf;""
A855;BICINICCO;3;23/03/2023;19/04/2023;UD;Friuli venezia giulia;169098_CIMUNIC-06ud23a855d.pdf;169098_CIMUNIC-06ud23a855dAM.pdf;""
A983;BORDANO;3;07/03/2023;17/04/2023;UD;Friuli venezia giulia;168986_CIMUNIC-06ud23a983d.pdf;168986_CIMUNIC-06ud23a983dAM.pdf;""
B259;BUJA;16;27/04/2023;04/05/2023;UD;Friuli venezia giulia;169738_CIMUNIC-06ud23b259d.pdf;169738_CIMUNIC-06ud23b259dAM.pdf;""
B309;BUTTRIO;3;15/03/2023;20/06/2023;UD;Friuli venezia giulia;172375_CIMUNIC-06ud23b309d.pdf;172375_CIMUNIC-06ud23b309dAM.pdf;""
B483;CAMINO AL TAGLIAMENTO;6;27/04/2023;04/07/2023;UD;Friuli venezia giulia;172873_CIMUNIC-06ud23b483d.pdf;172873_CIMUNIC-06ud23b483dAM.pdf;""
B536;CAMPOFORMIDO;9;18/04/2023;27/04/2023;UD;Friuli venezia giulia;169528_CIMUNIC-06ud23b536d.pdf;169528_CIMUNIC-06ud23b536dAM.pdf;""
M311;CAMPOLONGO TAPOGLIANO;5;09/03/2023;01/09/2023;UD;Friuli venezia giulia;174069_CIMUNIC-06ud23m311d.pdf;174069_CIMUNIC-06ud23m311dAM.pdf;""
B788;CARLINO;8;30/05/2023;06/09/2023;UD;Friuli venezia giulia;174398_CIMUNIC-06ud23b788d.pdf;174398_CIMUNIC-06ud23b788dAM.pdf;""
B994;CASSACCO;7;14/04/2023;03/05/2023;UD;Friuli venezia giulia;169741_CIMUNIC-06ud23b994d.pdf;169741_CIMUNIC-06ud23b994dAM.pdf;""
C327;CASTIONS DI STRADA;2;17/04/2023;25/07/2023;UD;Friuli venezia giulia;173310_CIMUNIC-06ud23c327d.pdf;173310_CIMUNIC-06ud23c327dAM.pdf;""
C389;CAVAZZO CARNICO;5;13/04/2023;15/05/2023;UD;Friuli venezia giulia;170349_CIMUNIC-06ud23c389d.pdf;170349_CIMUNIC-06ud23c389dAM.pdf;""
C494;CERCIVENTO;7;20/04/2023;01/08/2023;UD;Friuli venezia giulia;173613_CIMUNIC-06ud23c494d.pdf;173613_CIMUNIC-06ud23c494dAM.pdf;""
C556;CERVIGNANO DEL FRIULI;3;09/02/2023;01/09/2023;UD;Friuli venezia giulia;174071_CIMUNIC-06ud23c556d.pdf;174071_CIMUNIC-06ud23c556dAM.pdf;""
C641;CHIOPRIS-VISCONE;2;06/03/2023;02/08/2023;UD;Friuli venezia giulia;173665_CIMUNIC-06ud23c641d.pdf;173665_CIMUNIC-06ud23c641dAM.pdf;""
C656;CHIUSAFORTE;3;30/03/2023;16/05/2023;UD;Friuli venezia giulia;170464_CIMUNIC-06ud23c656d.pdf;170464_CIMUNIC-06ud23c656dAM.pdf;""
C758;CIVIDALE DEL FRIULI;11;27/03/2023;26/04/2023;UD;Friuli venezia giulia;169364_CIMUNIC-06ud23c758d.pdf;169364_CIMUNIC-06ud23c758dAM.pdf;""
C817;CODROIPO;20;26/04/2023;21/06/2023;UD;Friuli venezia giulia;172444_CIMUNIC-06ud23c817d.pdf;172444_CIMUNIC-06ud23c817dAM.pdf;""
C885;COLLOREDO DI MONTE ALBANO;7;02/03/2023;20/03/2023;UD;Friuli venezia giulia;168030_CIMUNIC-06ud23c885d.pdf;168030_CIMUNIC-06ud23c885dAM.pdf;""
C918;COMEGLIANS;3;30/03/2023;26/04/2023;UD;Friuli venezia giulia;169352_CIMUNIC-06ud23c918d.pdf;169352_CIMUNIC-06ud23c918dAM.pdf;""
D027;CORNO DI ROSAZZO;16;27/04/2023;27/09/2023;UD;Friuli venezia giulia;175334_CIMUNIC-06ud23d027d.pdf;175334_CIMUNIC-06ud23d027dAM.pdf;""
D085;COSEANO;7;29/03/2023;13/04/2023;UD;Friuli venezia giulia;168898_CIMUNIC-06ud23d085d.pdf;168898_CIMUNIC-06ud23d085dAM.pdf;""
D300;DIGNANO;5;24/02/2023;20/04/2023;UD;Friuli venezia giulia;169247_CIMUNIC-06ud23d300d.pdf;169247_CIMUNIC-06ud23d300dAM.pdf;""
D316;DOGNA;3;23/03/2023;11/04/2023;UD;Friuli venezia giulia;168806_CIMUNIC-06ud23d316d.pdf;168806_CIMUNIC-06ud23d316dAM.pdf;""
D366;DRENCHIA;7;22/05/2023;20/09/2023;UD;Friuli venezia giulia;175004_CIMUNIC-06ud23d366d.pdf;175004_CIMUNIC-06ud23d366dAM.pdf;""
D408;ENEMONZO;3;22/02/2023;28/02/2023;UD;Friuli venezia giulia;167382_CIMUNIC-06ud23d408d.pdf;167382_CIMUNIC-06ud23d408dAM.pdf;""
D408;ENEMONZO;3;22/02/2023;22/06/2023;UD;Friuli venezia giulia;172461_CIMUNIC-06ud23d408d.pdf;172461_CIMUNIC-06ud23d408dAM.pdf;"ERRATA CORRIGE"
D455;FAEDIS;21;30/05/2023;23/06/2023;UD;Friuli venezia giulia;172532_CIMUNIC-06ud23d455d.pdf;172532_CIMUNIC-06ud23d455dAM.pdf;""
D461;FAGAGNA;16;29/03/2023;30/05/2023;UD;Friuli venezia giulia;171341_CIMUNIC-06ud23d461d.pdf;171341_CIMUNIC-06ud23d461dAM.pdf;""
M400;FIUMICELLO VILLA VICENTINA;5;23/03/2023;01/09/2023;UD;Friuli venezia giulia;174073_CIMUNIC-06ud23m400d.pdf;174073_CIMUNIC-06ud23m400dAM.pdf;""
D630;FLAIBANO;8;30/03/2023;06/04/2023;UD;Friuli venezia giulia;168680_CIMUNIC-06ud23d630d.pdf;168680_CIMUNIC-06ud23d630dAM.pdf;""
D700;FORGARIA NEL FRIULI;13;18/03/2023;29/03/2023;UD;Friuli venezia giulia;168296_CIMUNIC-06ud23d700d.pdf;168296_CIMUNIC-06ud23d700dAM.pdf;""
D718;FORNI AVOLTRI;49;21/12/2022;30/01/2023;UD;Friuli venezia giulia;166499_CIMUNIC-06ud23d718d.pdf;166499_CIMUNIC-06ud23d718dAM.pdf;""
D719;FORNI DI SOPRA;6;12/04/2023;12/06/2023;UD;Friuli venezia giulia;172013_CIMUNIC-06ud23d719d.pdf;172013_CIMUNIC-06ud23d719dAM.pdf;""
D720;FORNI DI SOTTO;4;22/03/2023;17/04/2023;UD;Friuli venezia giulia;169050_CIMUNIC-06ud23d720d.pdf;169050_CIMUNIC-06ud23d720dAM.pdf;""
D962;GEMONA DEL FRIULI;6;15/02/2023;02/03/2023;UD;Friuli venezia giulia;167456_CIMUNIC-06ud23d962d.pdf;167456_CIMUNIC-06ud23d962dAM.pdf;""
E083;GONARS;6;14/03/2023;21/03/2023;UD;Friuli venezia giulia;168047_CIMUNIC-06ud23e083d.pdf;168047_CIMUNIC-06ud23e083dAM.pdf;""
E179;GRIMACCO;30;29/12/2022;16/10/2023;UD;Friuli venezia giulia;176547_CIMUNIC-06ud23e179d.pdf;176547_CIMUNIC-06ud23e179dAM.pdf;""
E179;GRIMACCO;30;29/12/2022;23/10/2023;UD;Friuli venezia giulia;176797_CIMUNIC-06ud23e179d.pdf;176797_CIMUNIC-06ud23e179dAM.pdf;""
E473;LATISANA;21;18/04/2023;24/07/2023;UD;Friuli venezia giulia;173258_CIMUNIC-06ud23e473d.pdf;173258_CIMUNIC-06ud23e473dAM.pdf;""
E476;LAUCO;4;27/03/2023;09/10/2023;UD;Friuli venezia giulia;175927_CIMUNIC-06ud23e476d.pdf;175927_CIMUNIC-06ud23e476dAM.pdf;""
E553;LESTIZZA;5;27/04/2023;12/07/2023;UD;Friuli venezia giulia;172606_CIMUNIC-06ud23e553d.pdf;172606_CIMUNIC-06ud23e553dAM.pdf;""
E584;LIGNANO SABBIADORO;127;22/12/2022;25/01/2023;UD;Friuli venezia giulia;166082_CIMUNIC-06ud23e584d.pdf;166082_CIMUNIC-06ud23e584dAM.pdf;""
E760;LUSEVERA;8;31/05/2023;16/10/2023;UD;Friuli venezia giulia;176453_CIMUNIC-06ud23e760d.pdf;176453_CIMUNIC-06ud23e760dAM.pdf;""
E820;MAGNANO IN RIVIERA;11;26/04/2023;04/05/2023;UD;Friuli venezia giulia;169747_CIMUNIC-06ud23e820d.pdf;169747_CIMUNIC-06ud23e820dAM.pdf;""
E833;MAJANO;12;13/04/2023;07/06/2023;UD;Friuli venezia giulia;171658_CIMUNIC-06ud23e833d.pdf;171658_CIMUNIC-06ud23e833dAM.pdf;""
E847;MALBORGHETTO VALBRUNA;7;05/05/2023;03/07/2023;UD;Friuli venezia giulia;171778_CIMUNIC-06ud23e847d.pdf;171778_CIMUNIC-06ud23e847dAM.pdf;""
E899;MANZANO;69;28/12/2022;12/05/2023;UD;Friuli venezia giulia;170210_CIMUNIC-06ud23e899d.pdf;170210_CIMUNIC-06ud23e899dAM.pdf;""
E910;MARANO LAGUNARE;7;04/05/2023;18/05/2023;UD;Friuli venezia giulia;170745_CIMUNIC-06ud23e910d.pdf;170745_CIMUNIC-06ud23e910dAM.pdf;""
E982;MARTIGNACCO;10;24/03/2023;02/05/2023;UD;Friuli venezia giulia;169272_CIMUNIC-06ud23e982d.pdf;169272_CIMUNIC-06ud23e982dAM.pdf;""
F144;MERETO DI TOMBA;10;26/04/2023;30/05/2023;UD;Friuli venezia giulia;171276_CIMUNIC-06ud23f144d.pdf;171276_CIMUNIC-06ud23f144dAM.pdf;""
F266;MOGGIO UDINESE;8;17/04/2023;24/07/2023;UD;Friuli venezia giulia;173027_CIMUNIC-06ud23f266d.pdf;173027_CIMUNIC-06ud23f266dAM.pdf;""
F275;MOIMACCO;5;15/03/2023;12/05/2023;UD;Friuli venezia giulia;170283_CIMUNIC-06ud23f275d.pdf;170283_CIMUNIC-06ud23f275dAM.pdf;""
F756;MORTEGLIANO;1;16/03/2023;27/04/2023;UD;Friuli venezia giulia;168990_CIMUNIC-06ud23f756d.pdf;168990_CIMUNIC-06ud23f756dAM.pdf;""
F760;MORUZZO;3;03/03/2023;04/05/2023;UD;Friuli venezia giulia;169769_CIMUNIC-06ud23f760d.pdf;169769_CIMUNIC-06ud23f760dAM.pdf;""
F832;MUZZANA DEL TURGNANO;6;29/03/2023;12/05/2023;UD;Friuli venezia giulia;170300_CIMUNIC-06ud23f832d.pdf;170300_CIMUNIC-06ud23f832dAM.pdf;""
F898;NIMIS;9;30/05/2023;25/09/2023;UD;Friuli venezia giulia;175060_CIMUNIC-06ud23f898d.pdf;175060_CIMUNIC-06ud23f898dAM.pdf;""
G163;OSOPPO;9;27/04/2023;10/05/2023;UD;Friuli venezia giulia;170236_CIMUNIC-06ud23g163d.pdf;170236_CIMUNIC-06ud23g163dAM.pdf;""
G198;OVARO;4;04/04/2023;21/04/2023;UD;Friuli venezia giulia;169296_CIMUNIC-06ud23g198d.pdf;169296_CIMUNIC-06ud23g198dAM.pdf;""
G238;PAGNACCO;15;24/05/2023;10/10/2023;UD;Friuli venezia giulia;176111_CIMUNIC-06ud23g238d.pdf;176111_CIMUNIC-06ud23g238dAM.pdf;""
G268;PALAZZOLO DELLO STELLA;11;05/04/2023;04/10/2023;UD;Friuli venezia giulia;175645_CIMUNIC-06ud23g268d.pdf;175645_CIMUNIC-06ud23g268dAM.pdf;""
G284;PALMANOVA;19;28/04/2023;30/06/2023;UD;Friuli venezia giulia;172753_CIMUNIC-06ud23g284d.pdf;172753_CIMUNIC-06ud23g284dAM.pdf;""
G300;PALUZZA;4;27/03/2023;18/05/2023;UD;Friuli venezia giulia;170646_CIMUNIC-06ud23g300d.pdf;170646_CIMUNIC-06ud23g300dAM.pdf;""
G352;PASIAN DI PRATO;2;04/04/2023;17/04/2023;UD;Friuli venezia giulia;168695_CIMUNIC-06ud23g352d.pdf;168695_CIMUNIC-06ud23g352dAM.pdf;""
G381;PAULARO;11;09/03/2023;24/03/2023;UD;Friuli venezia giulia;168111_CIMUNIC-06ud23g381d.pdf;168111_CIMUNIC-06ud23g381dAM.pdf;""
G389;PAVIA DI UDINE;14;14/03/2023;31/03/2023;UD;Friuli venezia giulia;168359_CIMUNIC-06ud23g389d.pdf;168359_CIMUNIC-06ud23g389dAM.pdf;""
G743;POCENIA;9;27/04/2023;13/10/2023;UD;Friuli venezia giulia;176408_CIMUNIC-06ud23g743d.pdf;176408_CIMUNIC-06ud23g743dAM.pdf;""
G831;PONTEBBA;7;27/04/2023;07/06/2023;UD;Friuli venezia giulia;171781_CIMUNIC-06ud23g831d.pdf;171781_CIMUNIC-06ud23g831dAM.pdf;""
G891;PORPETTO;10;15/03/2023;14/09/2023;UD;Friuli venezia giulia;174698_CIMUNIC-06ud23g891d.pdf;174698_CIMUNIC-06ud23g891dAM.pdf;""
G949;POVOLETTO;6;27/04/2023;04/05/2023;UD;Friuli venezia giulia;169761_CIMUNIC-06ud23g949d.pdf;169761_CIMUNIC-06ud23g949dAM.pdf;""
G966;POZZUOLO DEL FRIULI;9;21/03/2023;26/05/2023;UD;Friuli venezia giulia;171132_CIMUNIC-06ud23g966d.pdf;171132_CIMUNIC-06ud23g966dAM.pdf;""
G969;PRADAMANO;7;23/03/2023;05/04/2023;UD;Friuli venezia giulia;168563_CIMUNIC-06ud23g969d.pdf;168563_CIMUNIC-06ud23g969dAM.pdf;""
H002;PRATO CARNICO;7;06/02/2023;13/02/2023;UD;Friuli venezia giulia;166982_CIMUNIC-06ud23h002d.pdf;166982_CIMUNIC-06ud23h002dAM.pdf;""
H014;PRECENICCO;3;01/02/2023;12/10/2023;UD;Friuli venezia giulia;176265_CIMUNIC-06ud23h014d.pdf;176265_CIMUNIC-06ud23h014dAM.pdf;""
H029;PREMARIACCO;7;13/03/2023;08/05/2023;UD;Friuli venezia giulia;169992_CIMUNIC-06ud23h029d.pdf;169992_CIMUNIC-06ud23h029dAM.pdf;""
H038;PREONE;2;18/03/2023;13/07/2023;UD;Friuli venezia giulia;173145_CIMUNIC-06ud23h038d.pdf;173145_CIMUNIC-06ud23h038dAM.pdf;""
H040;PREPOTTO;2;21/04/2023;08/05/2023;UD;Friuli venezia giulia;169958_CIMUNIC-06ud23h040d.pdf;169958_CIMUNIC-06ud23h040dAM.pdf;""
H089;PULFERO;5;28/02/2023;27/03/2023;UD;Friuli venezia giulia;168203_CIMUNIC-06ud23h089d.pdf;168203_CIMUNIC-06ud23h089dAM.pdf;""
H161;RAGOGNA;11;11/04/2023;20/04/2023;UD;Friuli venezia giulia;169054_CIMUNIC-06ud23h161d.pdf;169054_CIMUNIC-06ud23h161dAM.pdf;""
H196;RAVASCLETTO;30;22/12/2023;09/01/2024;UD;Friuli venezia giulia;178913_CIMUNIC-06ud23h196d.pdf;178913_CIMUNIC-06ud23h196dAM.pdf;""
H196;RAVASCLETTO;2;30/03/2023;20/04/2023;UD;Friuli venezia giulia;169115_CIMUNIC-06ud23h196d.pdf;169115_CIMUNIC-06ud23h196dAM.pdf;""
H200;RAVEO;2;08/03/2023;06/09/2023;UD;Friuli venezia giulia;;174483_CIMUNIC-06ud23h200dAM.pdf;""
H206;REANA DEL ROJALE;6;27/04/2023;02/10/2023;UD;Friuli venezia giulia;175425_CIMUNIC-06ud23h206d.pdf;175425_CIMUNIC-06ud23h206dAM.pdf;""
H229;REMANZACCO;5;10/03/2023;24/03/2023;UD;Friuli venezia giulia;168182_CIMUNIC-06ud23h229d.pdf;168182_CIMUNIC-06ud23h229dAM.pdf;""
H242;RESIA;7;18/02/2023;28/03/2023;UD;Friuli venezia giulia;168299_CIMUNIC-06ud23h242d.pdf;168299_CIMUNIC-06ud23h242dAM.pdf;""
H244;RESIUTTA;20;11/04/2023;07/06/2023;UD;Friuli venezia giulia;171786_CIMUNIC-06ud23h244d.pdf;171786_CIMUNIC-06ud23h244dAM.pdf;""
H289;RIGOLATO;15;07/04/2023;10/07/2023;UD;Friuli venezia giulia;172985_CIMUNIC-06ud23h289d.pdf;172985_CIMUNIC-06ud23h289dAM.pdf;""
H347;RIVE D'ARCANO;11;28/04/2023;25/05/2023;UD;Friuli venezia giulia;171055_CIMUNIC-06ud23h347d.pdf;171055_CIMUNIC-06ud23h347dAM.pdf;""
M317;RIVIGNANO TEOR;3;22/03/2023;31/03/2023;UD;Friuli venezia giulia;168433_CIMUNIC-06ud23m317d.pdf;168433_CIMUNIC-06ud23m317dAM.pdf;""
H533;RONCHIS;11;27/04/2023;05/10/2023;UD;Friuli venezia giulia;175753_CIMUNIC-06ud23h533d.pdf;175753_CIMUNIC-06ud23h533dAM.pdf;""
H629;RUDA;15;24/05/2023;31/08/2023;UD;Friuli venezia giulia;174075_CIMUNIC-06ud23h629d.pdf;174075_CIMUNIC-06ud23h629dAM.pdf;""
H816;SAN DANIELE DEL FRIULI;11;27/04/2023;03/07/2023;UD;Friuli venezia giulia;172867_CIMUNIC-06ud23h816d.pdf;172867_CIMUNIC-06ud23h816dAM.pdf;""
H895;SAN GIORGIO DI NOGARO;7;24/02/2023;21/06/2023;UD;Friuli venezia giulia;172431_CIMUNIC-06ud23h895d.pdf;172431_CIMUNIC-06ud23h895dAM.pdf;""
H906;SAN GIOVANNI AL NATISONE;16;23/03/2023;01/08/2023;UD;Friuli venezia giulia;173629_CIMUNIC-06ud23h906d.pdf;173629_CIMUNIC-06ud23h906dAM.pdf;""
H951;SAN LEONARDO;4;01/03/2023;26/06/2023;UD;Friuli venezia giulia;172592_CIMUNIC-06ud23h951d.pdf;172592_CIMUNIC-06ud23h951dAM.pdf;""
I092;SAN PIETRO AL NATISONE;40;29/12/2022;25/01/2023;UD;Friuli venezia giulia;166340_CIMUNIC-06ud23i092d.pdf;166340_CIMUNIC-06ud23i092dAM.pdf;""
I404;SAN VITO AL TORRE;12;30/05/2023;27/09/2023;UD;Friuli venezia giulia;175322_CIMUNIC-06ud23i404d.pdf;175322_CIMUNIC-06ud23i404dAM.pdf;""
I405;SAN VITO DI FAGAGNA;6;21/04/2023;31/10/2023;UD;Friuli venezia giulia;176648_CIMUNIC-06ud23i405d.pdf;176648_CIMUNIC-06ud23i405dAM.pdf;""
I248;SANTA MARIA LA LONGA;8;07/03/2023;09/03/2023;UD;Friuli venezia giulia;167682_CIMUNIC-06ud23i248d.pdf;167682_CIMUNIC-06ud23i248dAM.pdf;""
I421;SAPPADA;7;07/04/2023;14/04/2023;UD;Friuli venezia giulia;169003_CIMUNIC-06ud23i421d.pdf;169003_CIMUNIC-06ud23i421dAM.pdf;""
I464;SAURIS;9;16/05/2023;26/05/2023;UD;Friuli venezia giulia;170872_CIMUNIC-06ud23i464d.pdf;170872_CIMUNIC-06ud23i464dAM.pdf;""
I478;SAVOGNA;2;02/02/2023;07/06/2023;UD;Friuli venezia giulia;171724_CIMUNIC-06ud23i478d.pdf;171724_CIMUNIC-06ud23i478dAM.pdf;""
I562;SEDEGLIANO;9;17/04/2023;27/04/2023;UD;Friuli venezia giulia;169520_CIMUNIC-06ud23i562d.pdf;169520_CIMUNIC-06ud23i562dAM.pdf;""
I777;SOCCHIEVE;4;28/03/2023;20/04/2023;UD;Friuli venezia giulia;169280_CIMUNIC-06ud23i777d.pdf;169280_CIMUNIC-06ud23i777dAM.pdf;""
I974;STREGNA;2;24/01/2023;12/09/2023;UD;Friuli venezia giulia;174659_CIMUNIC-06ud23i974d.pdf;174659_CIMUNIC-06ud23i974dAM.pdf;""
L018;SUTRIO;3;27/02/2023;02/03/2023;UD;Friuli venezia giulia;167495_CIMUNIC-06ud23l018d.pdf;167495_CIMUNIC-06ud23l018dAM.pdf;""
G736;TAIPANA;7;31/07/2023;07/12/2023;UD;Friuli venezia giulia;178087_CIMUNIC-06ud23g736d.pdf;178087_CIMUNIC-06ud23g736dAM.pdf;""
L039;TALMASSONS;3;15/02/2023;08/03/2023;UD;Friuli venezia giulia;167646_CIMUNIC-06ud23l039d.pdf;167646_CIMUNIC-06ud23l039dAM.pdf;""
L050;TARCENTO;17;18/04/2023;07/06/2023;UD;Friuli venezia giulia;171746_CIMUNIC-06ud23l050d.pdf;171746_CIMUNIC-06ud23l050dAM.pdf;""
L057;TARVISIO;11;03/02/2023;09/10/2023;UD;Friuli venezia giulia;175988_CIMUNIC-06ud23l057d.pdf;175988_CIMUNIC-06ud23l057dAM.pdf;""
L065;TAVAGNACCO;9;13/02/2023;27/06/2023;UD;Friuli venezia giulia;172632_CIMUNIC-06ud23l065d.pdf;172632_CIMUNIC-06ud23l065dAM.pdf;""
L144;TERZO DI AQUILEIA;2;23/02/2023;21/08/2023;UD;Friuli venezia giulia;174077_CIMUNIC-06ud23l144d.pdf;174077_CIMUNIC-06ud23l144dAM.pdf;""
L195;TOLMEZZO;4;28/02/2023;09/03/2023;UD;Friuli venezia giulia;167678_CIMUNIC-06ud23l195d.pdf;167678_CIMUNIC-06ud23l195dAM.pdf;""
L246;TORREANO;5;19/05/2023;08/06/2023;UD;Friuli venezia giulia;171805_CIMUNIC-06ud23l246d.pdf;171805_CIMUNIC-06ud23l246dAM.pdf;""
L309;TORVISCOSA;7;31/03/2023;21/04/2023;UD;Friuli venezia giulia;169324_CIMUNIC-06ud23l309d.pdf;169324_CIMUNIC-06ud23l309dAM.pdf;""
L335;TRASAGHIS;3;31/01/2023;06/09/2023;UD;Friuli venezia giulia;174440_CIMUNIC-06ud23l335d.pdf;174440_CIMUNIC-06ud23l335dAM.pdf;""
L382;TREPPO GRANDE;8;20/03/2023;02/05/2023;UD;Friuli venezia giulia;169647_CIMUNIC-06ud23l382d.pdf;169647_CIMUNIC-06ud23l382dAM.pdf;""
M399;TREPPO LIGOSULLO;9;27/03/2023;26/09/2023;UD;Friuli venezia giulia;175232_CIMUNIC-06ud23m399d.pdf;175232_CIMUNIC-06ud23m399dAM.pdf;""
L421;TRICESIMO;11;02/03/2023;08/03/2023;UD;Friuli venezia giulia;167658_CIMUNIC-06ud23l421d.pdf;167658_CIMUNIC-06ud23l421dAM.pdf;""
L438;TRIVIGNANO UDINESE;6;01/03/2023;23/03/2023;UD;Friuli venezia giulia;168151_CIMUNIC-06ud23l438d.pdf;168151_CIMUNIC-06ud23l438dAM.pdf;""
L483;UDINE;4;23/01/2023;08/03/2023;UD;Friuli venezia giulia;167613_CIMUNIC-06ud23l483d.pdf;167613_CIMUNIC-06ud23l483dAM.pdf;""
L686;VARMO;8;28/04/2023;05/06/2023;UD;Friuli venezia giulia;171510_CIMUNIC-06ud23l686d.pdf;171510_CIMUNIC-06ud23l686dAM.pdf;""
L743;VENZONE;2;07/07/2023;12/10/2023;UD;Friuli venezia giulia;176312_CIMUNIC-06ud23l743d.pdf;176312_CIMUNIC-06ud23l743dAM.pdf;""
L801;VERZEGNIS;5;17/04/2023;12/05/2023;UD;Friuli venezia giulia;170361_CIMUNIC-06ud23l801d.pdf;170361_CIMUNIC-06ud23l801dAM.pdf;""
L909;VILLA SANTINA;2;27/02/2023;06/09/2023;UD;Friuli venezia giulia;;174480_CIMUNIC-06ud23l909dAM.pdf;""
M073;VISCO;4;23/03/2023;14/09/2023;UD;Friuli venezia giulia;174723_CIMUNIC-06ud23m073d.pdf;174723_CIMUNIC-06ud23m073dAM.pdf;""
M200;ZUGLIO;6;30/03/2023;29/05/2023;UD;Friuli venezia giulia;171269_CIMUNIC-06ud23m200d.pdf;171269_CIMUNIC-06ud23m200dAM.pdf;""
D539;FERENTINO;28;18/07/2023;02/11/2023;FR;Lazio;176669_CIMUNIC-07fr23d539d.pdf;176669_CIMUNIC-07fr23d539dAM.pdf;""
I838;SORA;8;20/04/2023;22/05/2023;FR;Lazio;;170723_CIMUNIC-07fr23i838dAM.pdf;""
D003;CORI;7;30/05/2023;08/09/2023;LT;Lazio;174544_CIMUNIC-07lt23d003d.pdf;174544_CIMUNIC-07lt23d003dAM.pdf;""
E527;LENOLA;2;23/02/2023;08/06/2023;LT;Lazio;171720_CIMUNIC-07lt23e527d.pdf;171720_CIMUNIC-07lt23e527dAM.pdf;""
I634;SERMONETA;13;17/04/2023;16/08/2023;LT;Lazio;173594_CIMUNIC-07lt23i634d.pdf;173594_CIMUNIC-07lt23i634dAM.pdf;""
L120;TERRACINA;10;04/04/2023;22/05/2023;LT;Lazio;170753_CIMUNIC-07lt23l120d.pdf;170753_CIMUNIC-07lt23l120dAM.pdf;""
G764;POGGIO MOIANO;16;10/06/2023;03/10/2023;RI;Lazio;;175543_CIMUNIC-07ri23g764dAM.pdf;""
L046;TARANO;8;24/05/2023;31/07/2023;RI;Lazio;173564_CIMUNIC-07ri23l046d.pdf;173564_CIMUNIC-07ri23l046dAM.pdf;""
